Summary Metric,Value
number of repeated section codes,469
total rows involved in repeated section codes,2498
max duplicate count for a single section code,19

section number,generated id,title/name,level,parentId,parent section number if available,parent title if available,sortOrder
08410,1995-08410-3,Metal-Framed Storefronts,3,1995-08400,08400,ENTRANCES AND STOREFRONTS,1510
08410,1995-08410-4,Stainless Steel-Framed Storefronts,4,1995-08410-3,08410,Metal-Framed Storefronts,1511
08410,1995-08410-5,Steel-Framed Storefronts,4,1995-08410-3,08410,Metal-Framed Storefronts,1512
08550,1995-08550,Metal-Clad Wood Windows,4,1995-08540,08540,Bronze Windows,1523
08550,1995-08550-2,Plastic-Clad Wood Windows,4,1995-08540,08540,Bronze Windows,1524
08550,1995-08550-3,Wood Windows,3,1995-08500,08500,WINDOWS,1525
08580,1995-08580,Detention Window Screens,4,1995-08570,08570,Composite Windows,1528
08580,1995-08580-2,Detention Windows,4,1995-08570,08570,Composite Windows,1529
08580,1995-08580-3,Pass Windows,4,1995-08570,08570,Composite Windows,1530
08580,1995-08580-4,Radiation Protection Windows,4,1995-08570,08570,Composite Windows,1531
08580,1995-08580-5,Radio-Frequency-Interference (RFI) Shielding Windows,4,1995-08570,08570,Composite Windows,1532
08580,1995-08580-6,Security Window Screens,4,1995-08570,08570,Composite Windows,1533
08580,1995-08580-7,Sound Control Windows,4,1995-08570,08570,Composite Windows,1534
08580,1995-08580-8,Special Function Windows,3,1995-08500,08500,WINDOWS,1535
08580,1995-08580-9,Storm Windows,4,1995-08580-8,08580,Special Function Windows,1536
08580,1995-08580-10,Storm Windows,4,1995-08580-8,08580,Special Function Windows,1537
08580,1995-08580-11,Storm Windows,4,1995-08580-8,08580,Special Function Windows,1538
08580,1995-08580-12,Storm Windows,4,1995-08580-8,08580,Special Function Windows,1539
08590,1995-08590,Window Replacement,4,1995-08580-8,08580,Special Function Windows,1540
08590,1995-08590-2,Window Restoration,4,1995-08580-8,08580,Special Function Windows,1541
08590,1995-08590-3,Window Restoration and Replacement,3,1995-08500,08500,WINDOWS,1542
08610,1995-08610,Metal Roof Windows,4,1995-08600,08600,SKYLIGHTS,1544
08610,1995-08610-2,Roof Windows,3,1995-08600,08600,SKYLIGHTS,1545
08610,1995-08610-3,Wood Roof Windows,4,1995-08610-2,08610,Roof Windows,1546
08620,1995-08620,Domed Unit Skylights,4,1995-08610-2,08610,Roof Windows,1547
08620,1995-08620-2,Pyramidal Unit Skylights,4,1995-08610-2,08610,Roof Windows,1548
08620,1995-08620-3,Unit Skylights,3,1995-08600,08600,SKYLIGHTS,1549
08620,1995-08620-4,Vaulted Unit Skylights,4,1995-08620-3,08620,Unit Skylights,1550
08630,1995-08630,Domed Metal-Framed Skylights,4,1995-08620-3,08620,Unit Skylights,1551
08630,1995-08630-2,Metal-Framed Skylights,3,1995-08600,08600,SKYLIGHTS,1552
08630,1995-08630-3,Motorized Metal-Framed Skylights,4,1995-08630-2,08630,Metal-Framed Skylights,1553
08630,1995-08630-4,Pyramidal Metal-Framed Skylights,4,1995-08630-2,08630,Metal-Framed Skylights,1554
08630,1995-08630-5,Ridge Metal-Framed Skylights,4,1995-08630-2,08630,Metal-Framed Skylights,1555
08630,1995-08630-6,Vaulted Metal-Framed Skylights,4,1995-08630-2,08630,Metal-Framed Skylights,1556
08710,1995-08710,Controlling Hardware,4,1995-08700,08700,HARDWARE,1558
08710,1995-08710-2,Door Hardware,3,1995-08700,08700,HARDWARE,1559
08710,1995-08710-3,Door Trim,4,1995-08710-2,08710,Door Hardware,1560
08710,1995-08710-4,Hanging Hardware,4,1995-08710-2,08710,Door Hardware,1561
08710,1995-08710-5,Latching Hardware,4,1995-08710-2,08710,Door Hardware,1562
08710,1995-08710-6,Locking Hardware,4,1995-08710-2,08710,Door Hardware,1563
08720,1995-08720,Door Weatherstripping and Seals,4,1995-08710-2,08710,Door Hardware,1564
08720,1995-08720-2,Thresholds,4,1995-08710-2,08710,Door Hardware,1565
08720,1995-08720-3,Weatherstripping and Seals,3,1995-08700,08700,HARDWARE,1566
08720,1995-08720-4,Window Weatherstripping and Seals,4,1995-08720-3,08720,Weatherstripping and Seals,1567
08740,1995-08740,Card Key Locking Hardware,4,1995-08720-3,08720,Weatherstripping and Seals,1568
08740,1995-08740-2,Electrical Locking Control,4,1995-08720-3,08720,Weatherstripping and Seals,1569
08740,1995-08740-3,Electromagnetic Door Holders,4,1995-08720-3,08720,Weatherstripping and Seals,1570
08740,1995-08740-4,Electro-Mechanical Hardware,3,1995-08700,08700,HARDWARE,1571
08750,1995-08750,Automatic Window Equipment,4,1995-08740-4,08740,Electro-Mechanical Hardware,1572
08750,1995-08750-2,Window Hardware,3,1995-08700,08700,HARDWARE,1573
08750,1995-08750-3,Window Lifts,4,1995-08750-2,08750,Window Hardware,1574
08750,1995-08750-4,Window Locks,4,1995-08750-2,08750,Window Hardware,1575
08750,1995-08750-5,Window Operators,4,1995-08750-2,08750,Window Hardware,1576
08770,1995-08770,Door and Window Accessories,3,1995-08700,08700,HARDWARE,1577
08770,1995-08770-2,Key Storage and Control Equipment,4,1995-08770,08770,Door and Window Accessories,1578
08780,1995-08780,Detention Hardware,4,1995-08770,08770,Door and Window Accessories,1579
08780,1995-08780-2,Special Function Hardware,3,1995-08700,08700,HARDWARE,1580
08810,1995-08810,Bent Glass,4,1995-08800,08800,GLAZING,1583
08810,1995-08810-2,Bullet-Resistant Glass,4,1995-08800,08800,GLAZING,1584
08810,1995-08810-3,Chemically-Strengthened Glass,4,1995-08800,08800,GLAZING,1585
08810,1995-08810-4,Coated Glass,4,1995-08800,08800,GLAZING,1586
08810,1995-08810-5,Composite Glass,4,1995-08800,08800,GLAZING,1587
08810,1995-08810-6,Decorative Glass,4,1995-08800,08800,GLAZING,1588
08810,1995-08810-7,Fire Rated Glass,4,1995-08800,08800,GLAZING,1589
08810,1995-08810-8,Float Glass,4,1995-08800,08800,GLAZING,1590
08810,1995-08810-9,Glass,3,1995-08800,08800,GLAZING,1591
08810,1995-08810-10,Heat-Strengthened Glass,4,1995-08810-9,08810,Glass,1592
08810,1995-08810-11,Impact Resistant Glass,4,1995-08810-9,08810,Glass,1593
08810,1995-08810-12,Insulating Glass,4,1995-08810-9,08810,Glass,1594
08810,1995-08810-13,Laminated Glass,4,1995-08810-9,08810,Glass,1595
08810,1995-08810-14,Mirrored Glass,4,1995-08810-9,08810,Glass,1596
08810,1995-08810-15,Rolled Glass,4,1995-08810-9,08810,Glass,1597
08810,1995-08810-16,Tempered Glass,4,1995-08810-9,08810,Glass,1598
08810,1995-08810-17,Wired Glass,4,1995-08810-9,08810,Glass,1599
08840,1995-08840,Bullet-Resistant Plastic Glazing,4,1995-08830,08830,Mirrors,1601
08840,1995-08840-2,Decorative Plastic Glazing,4,1995-08830,08830,Mirrors,1602
08840,1995-08840-3,Insulating Plastic Glazing,4,1995-08830,08830,Mirrors,1603
08840,1995-08840-4,Plastic Glazing,3,1995-08800,08800,GLAZING,1604
08840,1995-08840-5,Translucent Plastic Glazing,4,1995-08840-4,08840,Plastic Glazing,1605
08840,1995-08840-6,Transparent Plastic Glazing,4,1995-08840-4,08840,Plastic Glazing,1606
08910,1995-08910,Glazed Aluminum Curtain Wall,4,1995-08900,08900,GLAZED CURTAIN WALL,1610
08910,1995-08910-2,Glazed Bronze Curtain Wall,4,1995-08900,08900,GLAZED CURTAIN WALL,1611
08910,1995-08910-3,Glazed Stainless Steel Curtain Wall,4,1995-08900,08900,GLAZED CURTAIN WALL,1612
08910,1995-08910-4,Metal Framed Curtain Wall,3,1995-08900,08900,GLAZED CURTAIN WALL,1613
09205,1995-09205,Furring and Lathing,3,1995-09200,09200,PLASTER AND GYPSUM BOARD,1626
09205,1995-09205-2,Furring and Lathing,3,1995-09200,09200,PLASTER AND GYPSUM BOARD,1627
09205,1995-09205-3,Gypsum Lath,4,1995-09205-2,09205,Furring and Lathing,1628
09205,1995-09205-4,Lead-Lined Lath,4,1995-09205-2,09205,Furring and Lathing,1629
09205,1995-09205-5,Metal Lath,4,1995-09205-2,09205,Furring and Lathing,1630
09205,1995-09205-6,Plaster Accessories,4,1995-09205-2,09205,Furring and Lathing,1631
09205,1995-09205-7,Veneer Plaster Base,4,1995-09205-2,09205,Furring and Lathing,1632
09210,1995-09210,Acoustical Gypsum Plaster,4,1995-09205-2,09205,Furring and Lathing,1633
09210,1995-09210-2,Fireproofing Gypsum Plaster,4,1995-09205-2,09205,Furring and Lathing,1634
09210,1995-09210-3,Gypsum Plaster,3,1995-09200,09200,PLASTER AND GYPSUM BOARD,1635
09210,1995-09210-4,Gypsum Veneer Plaster,4,1995-09210-3,09210,Gypsum Plaster,1636
09220,1995-09220,Adobe Finish,4,1995-09210-3,09210,Gypsum Plaster,1637
09220,1995-09220-2,Portland Cement Plaster,3,1995-09200,09200,PLASTER AND GYPSUM BOARD,1638
09220,1995-09220-3,Portland Cement Veneer Plaster,4,1995-09220-2,09220,Portland Cement Plaster,1639
09250,1995-09250,Cementitious Backing Board,4,1995-09230,09230,Plaster Fabrications,1641
09250,1995-09250-2,Factory-Finished Gypsum Board,4,1995-09230,09230,Plaster Fabrications,1642
09250,1995-09250-3,Gypsum Board,3,1995-09200,09200,PLASTER AND GYPSUM BOARD,1643
09250,1995-09250-4,Gypsum Sheathing,4,1995-09250-3,09250,Gypsum Board,1644
09250,1995-09250-5,Shaft Wall Liner,4,1995-09250-3,09250,Gypsum Board,1645
09260,1995-09260,Gypsum Board Area Separation Walls,4,1995-09250-3,09250,Gypsum Board,1646
09260,1995-09260-2,Gypsum Board Assemblies,3,1995-09200,09200,PLASTER AND GYPSUM BOARD,1647
09260,1995-09260-3,Shaft Wall Assemblies,4,1995-09260-2,09260,Gypsum Board Assemblies,1648
09310,1995-09310,Ceramic Mosaics,4,1995-09305,09305,Tile Setting Materials and Accessories,1653
09310,1995-09310-2,Ceramic Tile,3,1995-09300,09300,TILE,1654
09310,1995-09310-3,Conductive Tile,4,1995-09310-2,09310,Ceramic Tile,1655
09330,1995-09330,Chemical-Resistant Quarry Tile,4,1995-09310-2,09310,Ceramic Tile,1656
09330,1995-09330-2,Quarry Tile,3,1995-09300,09300,TILE,1657
09340,1995-09340,Paver Tile,3,1995-09300,09300,TILE,1658
09340,1995-09340-2,Terra Cotta Tile,4,1995-09340,09340,Paver Tile,1659
09380,1995-09380,Agglomerate Tile,4,1995-09370,09370,Metal Tile,1663
09380,1995-09380-2,Cut Natural Stone Tile,3,1995-09300,09300,TILE,1664
09380,1995-09380-3,Stone Floor and Wall Covering,4,1995-09380-2,09380,Cut Natural Stone Tile,1665
09380,1995-09380-4,Stone Floor and Wall Covering,4,1995-09380-2,09380,Cut Natural Stone Tile,1666
09420,1995-09420,Precast Terrazzo,3,1995-09400,09400,TERRAZZO,1670
09420,1995-09420-2,Terrazzo Tile,4,1995-09420,09420,Precast Terrazzo,1671
09510,1995-09510,Acoustical Ceilings,3,1995-09500,09500,CEILINGS,1676
09510,1995-09510-2,Acoustical Metal Pan Ceilings,4,1995-09510,09510,Acoustical Ceilings,1677
09510,1995-09510-3,Acoustical Panel Ceilings,4,1995-09510,09510,Acoustical Ceilings,1678
09510,1995-09510-4,Acoustical Tile Ceilings,4,1995-09510,09510,Acoustical Ceilings,1679
09545,1995-09545,Integrated Ceilings,4,1995-09510,09510,Acoustical Ceilings,1680
09545,1995-09545-2,Linear Metal Ceilings,4,1995-09510,09510,Acoustical Ceilings,1681
09545,1995-09545-3,Luminous Ceilings,4,1995-09510,09510,Acoustical Ceilings,1682
09545,1995-09545-4,Specialty Ceilings,3,1995-09500,09500,CEILINGS,1683
09560,1995-09560,Gypsum Panel,4,1995-09550,09550,Mirror Panel Ceilings,1685
09560,1995-09560-2,Metal Panel,4,1995-09550,09550,Mirror Panel Ceilings,1686
09560,1995-09560-3,Textured Ceilings,3,1995-09500,09500,CEILINGS,1687
09610,1995-09610,Floor Treatment,3,1995-09600,09600,FLOORING,1692
09610,1995-09610-2,Slip-Resistant Floor Treatment,4,1995-09610,09610,Floor Treatment,1693
09610,1995-09610-3,Static-Resistant Floor Treatment,4,1995-09610,09610,Floor Treatment,1694
09620,1995-09620,Asphalt Plank Flooring,4,1995-09610,09610,Floor Treatment,1695
09620,1995-09620-2,Athletic Flooring,4,1995-09610,09610,Floor Treatment,1696
09620,1995-09620-3,Athletic Flooring,4,1995-09610,09610,Floor Treatment,1697
09620,1995-09620-4,Athletic Flooring,4,1995-09610,09610,Floor Treatment,1698
09620,1995-09620-5,Plastic-Laminate Flooring,4,1995-09610,09610,Floor Treatment,1699
09620,1995-09620-6,Specialty Flooring,3,1995-09600,09600,FLOORING,1700
09630,1995-09630,Brick Flooring,4,1995-09620-6,09620,Specialty Flooring,1701
09630,1995-09630-2,Chemical-Resistant Brick Flooring,4,1995-09620-6,09620,Specialty Flooring,1702
09630,1995-09630-3,Flagstone Flooring,4,1995-09620-6,09620,Specialty Flooring,1703
09630,1995-09630-4,Granite Flooring,4,1995-09620-6,09620,Specialty Flooring,1704
09630,1995-09630-5,Marble Flooring,4,1995-09620-6,09620,Specialty Flooring,1705
09630,1995-09630-6,Masonry Flooring,3,1995-09600,09600,FLOORING,1706
09630,1995-09630-7,Slate Flooring,4,1995-09630-6,09630,Masonry Flooring,1707
09630,1995-09630-8,Stone Flooring,4,1995-09630-6,09630,Masonry Flooring,1708
09640,1995-09640,Cushioned Wood Flooring Assemblies,4,1995-09630-6,09630,Masonry Flooring,1709
09640,1995-09640-2,Mastic Set Wood Flooring Assemblies,4,1995-09630-6,09630,Masonry Flooring,1710
09640,1995-09640-3,Resilient Wood Flooring Assemblies,4,1995-09630-6,09630,Masonry Flooring,1711
09640,1995-09640-4,Wood Athletic Flooring,4,1995-09630-6,09630,Masonry Flooring,1712
09640,1995-09640-5,Wood Block Flooring,4,1995-09630-6,09630,Masonry Flooring,1713
09640,1995-09640-6,Wood Composition Flooring,4,1995-09630-6,09630,Masonry Flooring,1714
09640,1995-09640-7,Wood Flooring,3,1995-09600,09600,FLOORING,1715
09640,1995-09640-8,Wood Parquet Flooring,4,1995-09640-7,09640,Wood Flooring,1716
09640,1995-09640-9,Wood Strip Flooring,4,1995-09640-7,09640,Wood Flooring,1717
09650,1995-09650,Resilient Base and Accessories,4,1995-09640-7,09640,Wood Flooring,1718
09650,1995-09650-2,Resilient Flooring,3,1995-09600,09600,FLOORING,1719
09650,1995-09650-3,Resilient Sheet Flooring,4,1995-09650-2,09650,Resilient Flooring,1720
09650,1995-09650-4,Resilient Tile Flooring,4,1995-09650-2,09650,Resilient Flooring,1721
09660,1995-09660,Conductive Elastomeric Liquid Flooring,4,1995-09650-2,09650,Resilient Flooring,1722
09660,1995-09660-2,Conductive Resilient Flooring,4,1995-09650-2,09650,Resilient Flooring,1723
09660,1995-09660-3,Static Control Flooring,3,1995-09600,09600,FLOORING,1724
09660,1995-09660-4,Static Dissipative Resilient Flooring,4,1995-09660-3,09660,Static Control Flooring,1725
09660,1995-09660-5,Static-Resistant Resilient Flooring,4,1995-09660-3,09660,Static Control Flooring,1726
09670,1995-09670,Elastomeric Liquid Flooring,4,1995-09660-3,09660,Static Control Flooring,1727
09670,1995-09670-2,Epoxy-Marble Chip Flooring,4,1995-09660-3,09660,Static Control Flooring,1728
09670,1995-09670-3,Fluid-Applied Flooring,3,1995-09600,09600,FLOORING,1729
09670,1995-09670-4,Magnesium Oxychloride Flooring,4,1995-09670-3,09670,Fluid-Applied Flooring,1730
09670,1995-09670-5,Mastic Fills,4,1995-09670-3,09670,Fluid-Applied Flooring,1731
09670,1995-09670-6,Resinous Flooring,4,1995-09670-3,09670,Fluid-Applied Flooring,1732
09670,1995-09670-7,Seamless Quartz Flooring,4,1995-09670-3,09670,Fluid-Applied Flooring,1733
09680,1995-09680,Carpet,3,1995-09600,09600,FLOORING,1734
09680,1995-09680-2,Carpet Cushion,4,1995-09680,09680,Carpet,1735
09680,1995-09680-3,Carpet Tile,4,1995-09680,09680,Carpet,1736
09680,1995-09680-4,Indoor and Outdoor Carpet,4,1995-09680,09680,Carpet,1737
09680,1995-09680-5,Sheet Carpet,4,1995-09680,09680,Carpet,1738
09720,1995-09720,Cork Wall Covering,4,1995-09710,09710,Acoustical Wall Finishes,1742
09720,1995-09720-2,Vinyl Wall Covering,4,1995-09710,09710,Acoustical Wall Finishes,1743
09720,1995-09720-3,Vinyl-Coated Fabric Wall Covering,4,1995-09710,09710,Acoustical Wall Finishes,1744
09720,1995-09720-4,Wall Covering,3,1995-09700,09700,WALL FINISHES,1745
09720,1995-09720-5,Wall Fabrics,4,1995-09720-4,09720,Wall Covering,1746
09720,1995-09720-6,Wallpaper,4,1995-09720-4,09720,Wall Covering,1747
09740,1995-09740,Flexible Wood Sheets,3,1995-09700,09700,WALL FINISHES,1749
09740,1995-09740-2,Flexible Wood Veneers,4,1995-09740,09740,Flexible Wood Sheets,1750
09820,1995-09820,Acoustical Insulation,4,1995-09810,09810,Acoustical Space Units,1757
09820,1995-09820-2,Acoustical Insulation and Sealants,3,1995-09800,09800,ACOUSTICAL TREATMENT,1758
09820,1995-09820-3,Acoustical Insulation and Sealants,3,1995-09800,09800,ACOUSTICAL TREATMENT,1759
09820,1995-09820-4,Acoustical Sealants,4,1995-09820-3,09820,Acoustical Insulation and Sealants,1760
09910,1995-09910,Exterior Paints,4,1995-09900,09900,PAINTS AND COATINGS,1764
09910,1995-09910-2,Interior Paints,4,1995-09900,09900,PAINTS AND COATINGS,1765
09910,1995-09910-3,Paints,3,1995-09900,09900,PAINTS AND COATINGS,1766
09930,1995-09930,Exterior Opaque Stains,4,1995-09910-3,09910,Paints,1767
09930,1995-09930-2,Exterior Transparent Finishes,4,1995-09910-3,09910,Paints,1768
09930,1995-09930-3,Exterior Transparent Stains,4,1995-09910-3,09910,Paints,1769
09930,1995-09930-4,Interior Opaque Stains,4,1995-09910-3,09910,Paints,1770
09930,1995-09930-5,Interior Transparent Finishes,4,1995-09910-3,09910,Paints,1771
09930,1995-09930-6,Interior Transparent Stains,4,1995-09910-3,09910,Paints,1772
09930,1995-09930-7,Stains and Transparent Finishes,3,1995-09900,09900,PAINTS AND COATINGS,1773
09930,1995-09930-8,Transparent Coatings,4,1995-09930-7,09930,Stains and Transparent Finishes,1774
09930,1995-09930-9,Transparent Coatings,4,1995-09930-7,09930,Stains and Transparent Finishes,1775
09960,1995-09960,Abrasion-Resistant Coatings,4,1995-09940,09940,Decorative Finishes,1777
09960,1995-09960-2,Chemical-Resistant Coatings,4,1995-09940,09940,Decorative Finishes,1778
09960,1995-09960-3,Elastomeric Coatings,4,1995-09940,09940,Decorative Finishes,1779
09960,1995-09960-4,Fire-Resistant Paints,4,1995-09940,09940,Decorative Finishes,1780
09960,1995-09960-5,Graffiti-Resistant Coatings,4,1995-09940,09940,Decorative Finishes,1781
09960,1995-09960-6,High Performance Coatings,3,1995-09900,09900,PAINTS AND COATINGS,1782
09960,1995-09960-7,High-Build Glazed Coatings,4,1995-09960-6,09960,High Performance Coatings,1783
09960,1995-09960-8,Intumescent Paints,4,1995-09960-6,09960,High Performance Coatings,1784
09960,1995-09960-9,Marine Coatings,4,1995-09960-6,09960,High Performance Coatings,1785
09960,1995-09960-10,Textured Plastic Coatings,4,1995-09960-6,09960,High Performance Coatings,1786
09990,1995-09990,Maintenance Coatings,4,1995-09980,09980,Coatings for Concrete and Masonry,1789
09990,1995-09990-2,Paint Cleaning,4,1995-09980,09980,Coatings for Concrete and Masonry,1790
09990,1995-09990-3,Paint Restoration,3,1995-09900,09900,PAINTS AND COATINGS,1791
10110,1995-10110,Chalkboards,3,1995-10100,10100,VISUAL DISPLAY BOARDS,1794
10110,1995-10110-2,Fixed Chalkboards,4,1995-10110,10110,Chalkboards,1795
10110,1995-10110-3,Operable Chalkboards,4,1995-10110,10110,Chalkboards,1796
10110,1995-10110-4,Portable Chalkboards,4,1995-10110,10110,Chalkboards,1797
10115,1995-10115,Electronic Marker Boards,4,1995-10110,10110,Chalkboards,1798
10115,1995-10115-2,Fixed Marker Boards,4,1995-10110,10110,Chalkboards,1799
10115,1995-10115-3,Marker Boards,3,1995-10100,10100,VISUAL DISPLAY BOARDS,1800
10115,1995-10115-4,Operable Marker Boards,4,1995-10115-3,10115,Marker Boards,1801
10115,1995-10115-5,Portable Marker Boards,4,1995-10115-3,10115,Marker Boards,1802
10120,1995-10120,Fixed Tackboard,4,1995-10115-3,10115,Marker Boards,1803
10120,1995-10120-2,Magnetic Display Boards,4,1995-10115-3,10115,Marker Boards,1804
10120,1995-10120-3,Operable Display Boards,4,1995-10115-3,10115,Marker Boards,1805
10120,1995-10120-4,Portable Tackboard,4,1995-10115-3,10115,Marker Boards,1806
10120,1995-10120-5,Tackboard and Visual Aid Boards,3,1995-10100,10100,VISUAL DISPLAY BOARDS,1807
10190,1995-10190,Cubicle Curtains,4,1995-10185,10185,Shower and Dressing Compartments,1818
10190,1995-10190-2,Cubicle Track and Hardware,4,1995-10185,10185,Shower and Dressing Compartments,1819
10190,1995-10190-3,Cubicles,3,1995-10150,10150,COMPARTMENTS AND CUBICLES,1820
10210,1995-10210,Motorized Louvers,4,1995-10200,10200,LOUVERS AND VENTS,1822
10210,1995-10210-2,Operable Louvers,4,1995-10200,10200,LOUVERS AND VENTS,1823
10210,1995-10210-3,Stationary Louvers,4,1995-10200,10200,LOUVERS AND VENTS,1824
10210,1995-10210-4,Wall Louvers,3,1995-10200,10200,LOUVERS AND VENTS,1825
10230,1995-10230,Soffit Vents,4,1995-10225,10225,Door Louvers,1828
10230,1995-10230-2,Vents,3,1995-10200,10200,LOUVERS AND VENTS,1829
10230,1995-10230-3,Wall Vents,4,1995-10230-2,10230,Vents,1830
10260,1995-10260,Bumper Guards,4,1995-10250,10250,SERVICE WALLS,1833
10260,1995-10260-2,Corner Guards,4,1995-10250,10250,SERVICE WALLS,1834
10260,1995-10260-3,Impact-Resistant Wall Protection,4,1995-10250,10250,SERVICE WALLS,1835
10260,1995-10260-4,WALL AND CORNER GUARDS,2,1995-10000,10000,SPECIALTIES,1836
10270,1995-10270,ACCESS FLOORING,2,1995-10000,10000,SPECIALTIES,1837
10270,1995-10270-2,Rigid Grid Access Flooring,4,1995-10270,10270,ACCESS FLOORING,1838
10270,1995-10270-3,Snap-on Stringer Access Flooring,4,1995-10270,10270,ACCESS FLOORING,1839
10270,1995-10270-4,Stringerless Access Flooring,4,1995-10270,10270,ACCESS FLOORING,1840
10290,1995-10290,Bird Control,4,1995-10270,10270,ACCESS FLOORING,1841
10290,1995-10290-2,Insect Control,4,1995-10270,10270,ACCESS FLOORING,1842
10290,1995-10290-3,PEST CONTROL,2,1995-10000,10000,SPECIALTIES,1843
10290,1995-10290-4,Rodent Control,4,1995-10290-3,10290,PEST CONTROL,1844
10305,1995-10305,Manufactured Fireplace Chimneys,4,1995-10300,10300,FIREPLACES AND STOVES,1846
10305,1995-10305-2,Manufactured Fireplace Forms,4,1995-10300,10300,FIREPLACES AND STOVES,1847
10305,1995-10305-3,Manufactured Fireplaces,3,1995-10300,10300,FIREPLACES AND STOVES,1848
10310,1995-10310,Fireplace Dampers,4,1995-10305-3,10305,Manufactured Fireplaces,1849
10310,1995-10310-2,Fireplace Inserts,4,1995-10305-3,10305,Manufactured Fireplaces,1850
10310,1995-10310-3,Fireplace Screens and Doors,4,1995-10305-3,10305,Manufactured Fireplaces,1851
10310,1995-10310-4,Fireplace Screens and Doors,4,1995-10305-3,10305,Manufactured Fireplaces,1852
10310,1995-10310-5,Fireplace Specialties and Accessories,3,1995-10300,10300,FIREPLACES AND STOVES,1853
10310,1995-10310-6,Fireplace Water Heaters,4,1995-10310-5,10310,Fireplace Specialties and Accessories,1854
10340,1995-10340,Clocks,4,1995-10330,10330,Fireplace and Stove Restoration,1857
10340,1995-10340-2,Cupolas,4,1995-10330,10330,Fireplace and Stove Restoration,1858
10340,1995-10340-3,MANUFACTURED EXTERIOR SPECIALTIES,2,1995-10000,10000,SPECIALTIES,1859
10340,1995-10340-4,Spires,4,1995-10340-3,10340,MANUFACTURED EXTERIOR SPECIALTIES,1860
10340,1995-10340-5,Steeples,4,1995-10340-3,10340,MANUFACTURED EXTERIOR SPECIALTIES,1861
10340,1995-10340-6,Weathervanes,4,1995-10340-3,10340,MANUFACTURED EXTERIOR SPECIALTIES,1862
10350,1995-10350,Automatic Flagpoles,4,1995-10345,10345,Exterior Specialties Restoration,1864
10350,1995-10350-2,FLAGPOLES,2,1995-10000,10000,SPECIALTIES,1865
10350,1995-10350-3,Ground-Set Flagpoles,4,1995-10350-2,10350,FLAGPOLES,1866
10350,1995-10350-4,Nautical Flagpoles,4,1995-10350-2,10350,FLAGPOLES,1867
10350,1995-10350-5,Wall-Mounted Flagpoles,4,1995-10350-2,10350,FLAGPOLES,1868
10400,1995-10400,IDENTIFICATION DEVICES,2,1995-10000,10000,SPECIALTIES,1869
10400,1995-10400-2,IDENTIFICATION DEVICES,2,1995-10000,10000,SPECIALTIES,1870
10410,1995-10410,Directories,3,1995-10400-2,10400,IDENTIFICATION DEVICES,1871
10410,1995-10410-2,Electronic Directories,4,1995-10410,10410,Directories,1872
10430,1995-10430,Exterior Dimensional Letter,4,1995-10420,10420,Plaques,1874
10430,1995-10430-2,Exterior Electronic Message Signage,4,1995-10420,10420,Plaques,1875
10430,1995-10430-3,Exterior Post and Panel/Pylon Signage,4,1995-10420,10420,Plaques,1876
10430,1995-10430-4,Exterior Signage,3,1995-10400-2,10400,IDENTIFICATION DEVICES,1877
10430,1995-10430-5,Illuminated Exterior Signage,4,1995-10430-4,10430,Exterior Signage,1878
10430,1995-10430-6,Non-Illuminated Exterior Signage,4,1995-10430-4,10430,Exterior Signage,1879
10440,1995-10440,Engraved Interior Signage,4,1995-10430-4,10430,Exterior Signage,1880
10440,1995-10440-2,Illuminated Interior Signage,4,1995-10430-4,10430,Exterior Signage,1881
10440,1995-10440-3,Interior Dimensional Letters,4,1995-10430-4,10430,Exterior Signage,1882
10440,1995-10440-4,Interior Door Signage,4,1995-10430-4,10430,Exterior Signage,1883
10440,1995-10440-5,Interior Electronic Message Signage,4,1995-10430-4,10430,Exterior Signage,1884
10440,1995-10440-6,Interior Signage,3,1995-10400-2,10400,IDENTIFICATION DEVICES,1885
10440,1995-10440-7,Non-Illuminated Interior Signage,4,1995-10440-6,10440,Interior Signage,1886
10450,1995-10450,Detection and Counting Devices,4,1995-10440-6,10440,Interior Signage,1887
10450,1995-10450-2,PEDESTRIAN CONTROL DEVICES,2,1995-10000,10000,SPECIALTIES,1888
10450,1995-10450-3,Portable Posts and Railings,4,1995-10450-2,10450,PEDESTRIAN CONTROL DEVICES,1889
10450,1995-10450-4,Rotary Gates,4,1995-10450-2,10450,PEDESTRIAN CONTROL DEVICES,1890
10450,1995-10450-5,Turnstiles,4,1995-10450-2,10450,PEDESTRIAN CONTROL DEVICES,1891
10500,1995-10500,Coin Operated Lockers,4,1995-10450-2,10450,PEDESTRIAN CONTROL DEVICES,1892
10500,1995-10500-2,Glass Lockers,4,1995-10450-2,10450,PEDESTRIAN CONTROL DEVICES,1893
10500,1995-10500-3,LOCKERS,2,1995-10000,10000,SPECIALTIES,1894
10500,1995-10500-4,Metal Lockers,4,1995-10500-3,10500,LOCKERS,1895
10500,1995-10500-5,Plastic Lockers,4,1995-10500-3,10500,LOCKERS,1896
10500,1995-10500-6,Plastic-Laminate-Faced Lockers,4,1995-10500-3,10500,LOCKERS,1897
10500,1995-10500-7,Recycled Plastic Lockers,4,1995-10500-3,10500,LOCKERS,1898
10500,1995-10500-8,Wood Lockers,4,1995-10500-3,10500,LOCKERS,1899
10520,1995-10520,Fire Blankets and Cabinets,4,1995-10500-3,10500,LOCKERS,1900
